FacilityName,FacilityType,LicenseNumber,Licensee_name,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,LicensedBedCount,Source_DSHS_Data,hsystem_contract,contact_person,contact_person_title,num_employees,num_resident,facility_email,cellphone_number,total_afh_same_management,region
FOREST PARK ADULT FAMILY HOME INC,AF,752403,This variable does not exist for Adult Family Homes,17522 SE 338TH ST,AUBURN,WA,98092,King,17522 SE 338TH ST,WA,98092,(253) 833-4815,(253) 833-5207,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Florica Mihaila,Resident Manager,4,4,flow1714@msn.com,(253)334-3637 (Mobile),1,3
Fountain of Love Adult Family Home II,AF,754188,This variable does not exist for Adult Family Homes,24914 38th Ave S,Kent,WA,98032,King,24914 38th Ave S,WA,98032,(206) 212-6995,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Lucy Mwaniki,Resident Manager,3,4,lucymwaniki57@yahoo.com,(206)694-9718 (Mobile),1,3
Fountain of Love Adult Family Home LLC,AF,752905,This variable does not exist for Adult Family Homes,12619 SE 215th St,Kent,WA,98031,King,12619 SE 215th St,WA,98031,(253) 220-8002,(425) 264-5085,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joseph Porter,Resident Manager,2,4,lucymwaniki57@yahoo.com,(206)694-9718 (Mobile),1,3
"Four J's Adult Family Home, LLC",AF,754395,This variable does not exist for Adult Family Homes,1407 S 240TH STREET,DES MOINES,WA,98198,King,1407 S 240TH STREET,WA,98198,(206) 870-4265,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MERCEDES ANCHETA,Resident Manager,3,6,FourJsafh@gmail.com,(206)406-0362 (Mobile),1,3
FRANCES AFH,AF,130601,This variable does not exist for Adult Family Homes,25819 18TH AVE S,DES MOINES,WA,98198,King,25819 18TH AVE S,WA,98198,(253) 839-1765,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Armida Medina,Provider,2,6,NA,NA,1,3
FRANK'S HOME,AF,364400,This variable does not exist for Adult Family Homes,11033 SE 186TH ST,RENTON,WA,98055,King,11033 SE 186TH ST,WA,98055,(425) 271-4730,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Helen Releford Conway,Provider,2,5,mylanalove@hotmail.com,(206)550-8685 (Mobile),1,3
FREEDOM CARE AFH II,AF,750191,This variable does not exist for Adult Family Homes,3710 TALBOT RD S,RENTON,WA,98055,King,3710 TALBOT RD S,WA,98055,(425) 687-6905,(425) 204-9691,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Florence Prasad,Provider,3,5,NA,(425)830-6624 (Mobile),1,3
Friendly Hearts Adult Family Home LLC,AF,753409,This variable does not exist for Adult Family Homes,1604 6th ST NE,Auburn,WA,98002,King,1604 6th ST NE,WA,98002,(253) 376-4052,(253) 545-0403,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Kamau,Resident Manager,4,5,friendlyheartsafh@gmail.com,(206)349-9538 (Mobile),1,3
FRITZ CARE SERVICE,AF,475700,This variable does not exist for Adult Family Homes,9627 S 241ST ST,KENT,WA,98030,King,9627 S 241ST ST,WA,98030,(253) 859-2009,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maria Fritz,Provider,2,6,maria.fritz55@hotmail.com,(206)602-9671 (Mobile),1,3
GABRIELA'S AFH INC,AF,752234,This variable does not exist for Adult Family Homes,12908 SE 228TH PLACE,KENT,WA,98031,King,12908 SE 228TH PLACE,WA,98031,(253) 631-4449,(253) 630-6981,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gabriela Martinescu,Resident Manager,4,6,NA,(425)269-4121 (Mobile),1,3
Garden of Eden AFH LLC,AF,752919,This variable does not exist for Adult Family Homes,2425 NE 25th St,Renton,WA,98056,King,2425 NE 25th St,WA,98056,(206) 660-3440,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Rebeca Lungulescu,Resident Manager,4,4,NA,NA,1,3
GARDEN OF LOVE AND SERVICE AFH,AF,655100,This variable does not exist for Adult Family Homes,12211 SE 259th Pl,Kent,WA,98030,King,12211 SE 259TH PL,WA,98030,(253) 850-2192,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Lilya Solovey,Provider,2,5,NA,NA,1,3
GARDEN VIEW ADULT FAMILY HOME CARE,AF,752205,This variable does not exist for Adult Family Homes,633 CELERY AVE,ALGONA,WA,98001,King,633 CELERY AVE,WA,98001,(253) 397-4325,(253) 929-6577,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Delia Tugawin,Resident Manager,2,5,NA,(206)694-3168 (Mobile),2,3
Garden View AFH Care,AF,753839,This variable does not exist for Adult Family Homes,23821  99th Ave S,Kent,WA,98031,King,633 Celery Ave,WA,98001,(253) 243-6177,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,John Soriano,Resident Manager,2,6,GardenviewAFH@gmail.com,(206)694-3168 (Mobile),2,3
Garden View Residential Care Facility II LLC,AF,753776,This variable does not exist for Adult Family Homes,1011 NW 177TH PL,SHORELINE,WA,98177,King,17539 10th Ave NW,WA,98177,(206) 542-1410,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Yongming Dong,Resident Manager,7,6,yongmingdong@gmail.com,(425)324-6034 (Mobile),2,1
Garden View Residential Care Facility LLC,AF,753775,This variable does not exist for Adult Family Homes,17539 10TH AVE NW,SHORELINE,WA,98177,King,17539 10TH AVE NW,WA,98177,(206) 542-8857,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Zhihui Wu,Resident Manager,5,6,wuzhihui1@gmail.com,(206)724-8218 (Mobile),2,1
Gateway Comfort Care LLC,AF,754214,This variable does not exist for Adult Family Homes,24930 107th Ave SE,Kent,WA,98030,King,24930 107th Ave SE,WA,98030,(253) 236-5150,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Shobha Thapa,Resident Manager,2,5,gatewaycomfortcare2019@gmail.com,(206)372-9038 (Mobile),1,3
GENAS BEST CARE INC,AF,751920,This variable does not exist for Adult Family Homes,11725 NE 144TH PL,KIRKLAND,WA,98034,King,11725 NE 144TH PL,WA,98034,(425) 307-1388,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,GENOVEVA TOMA,Resident Manager,5,6,Toma_gena23@yahoo.com,(425)372-6118 (Mobile),1,2
GENESEE SENIOR CARE HOME LLC,AF,750805,This variable does not exist for Adult Family Homes,4423 54TH AVE SW,SEATTLE,WA,98116,King,4423 54TH AVE SW,WA,98116,(206) 949-5950,(206) 935-5020,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,OTELIA GOCAN,Resident Manager,5,5,NA,NA,1,4
GENESIS HOMECARE ADULT FAMILY HOME LLC,AF,751690,This variable does not exist for Adult Family Homes,1835 N 200TH ST,SHORELINE,WA,98133,King,1835 N 200TH ST,WA,98133,(206) 546-2333,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maria Sampang,Resident Manager,No response,No response,sampangmc@comcast.net,(206)841-7720 (Mobile),1,1
GENTLE CARE HOME,AF,552501,This variable does not exist for Adult Family Homes,15833 SE 169TH PLACE,RENTON,WA,98058,King,15833 SE 169TH PLACE,WA,98058,(425) 228-8636,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ioan Aitonean,Provider,3,5,claudiaaitonean@yahoo.com,(206)478-7001 (Mobile),1,3
GENTLE SENIOR CARE LLC,AF,753228,This variable does not exist for Adult Family Homes,14610 106TH AVE NE,BOTHELL,WA,98011,King,14610 106TH AVE NE,WA,98011,(425) 681-9937,(425) 463-4245,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gabriela Bureriu,Resident Manager,3,6,gbureriu@gmail.com,(425)681-9937 (Mobile),1,1
GENTLE SHEPHERD ADULT HOME,AF,413902,This variable does not exist for Adult Family Homes,14100 117TH PLACE NE,KIRKLAND,WA,98034,King,14100 117TH PLACE NE,WA,98034,(425) 823-7779,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ramona Alamares,Provider,3,5,NA,(425)829-5474 (Mobile),1,2
Gladden Adult Family Home LLC,AF,753520,This variable does not exist for Adult Family Homes,731 N 204TH ST,SHORELINE,WA,98133,King,731 N 204TH ST,WA,98133,(206) 542-3508,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Tadele Gebru,Resident Manager,3,4,gladdenafh@gmail.com,(206)359-1028 (Mobile),1,1
GLADNESS ADULT FAMILY HOME LLC,AF,752581,This variable does not exist for Adult Family Homes,1724 SE 30TH PL,RENTON,WA,98055,King,1724 SE 30TH PL,WA,98055,(425) 255-3466,(425) 572-5169,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,LYUBOV GLADKOV,Resident Manager,7,5,NA,NA,1,3
GLORY ADULT FAMILY HOME II,AF,752292,This variable does not exist for Adult Family Homes,5422 S 296TH CT,AUBURN,WA,98001,King,5422 S 296TH CT,WA,98001,(253) 839-1603,(253) 529-8322,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maria Ibarra,Resident Manager,8,5,NA,(253)740-3428 (Mobile),1,3
GLORY AFH INC,AF,751624,This variable does not exist for Adult Family Homes,5427 S 296TH COURT,AUBURN,WA,98001,King,5427 S 296TH COURT,WA,98001,(253) 529-8322,(253) 529-8322,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,EDNA SALVADOR,Resident Manager,3,5,gloryafh@yahoo.com,(253)740-3428 (Mobile),1,3
GLORY HOMES,AF,752187,This variable does not exist for Adult Family Homes,10628 61ST AVE SOUTH,SEATTLE,WA,98178,King,4610 SOUTH RYAN WAY,WA,98178,(206) 466-2528,(206) 420-1573,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joel Bustos,Resident Manager,3,5,oluchi6@yahoo.com,(206)466-7220 (Mobile),1,4
GLORY HOMES,AF,751380,This variable does not exist for Adult Family Homes,3625 S CLOVERDALE STREET,SEATTLE,WA,98118,King,4610 S RYAN WAY,WA,98178,(206) 397-4315,(206) 420-1573,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,PHILIP NDUKA,Resident Manager,3,6,NA,(206)466-7220 (Mobile),2,4
Glory Homes,AF,752850,This variable does not exist for Adult Family Homes,4610 S Ryan Way,Tukwila,WA,98178,King,4610 S Ryan Way,WA,98178,(206) 913-2979,(206) 420-1573,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ROSEMARY NDUKA,Resident Manager,2,6,oluchi6@yahoo.com,(206)290-0467 (Mobile),2,3
GOLD AUTUMN AFH,AF,752022,This variable does not exist for Adult Family Homes,15557 GREENWOOD AVE NE,SEATTLE,WA,98133,King,15557 GREENWOOD AVE NE,WA,98133,(206) 363-0012,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Dorina Iacoban,Resident Manager,3,5,NA,(206)407-5399 (Mobile),1,4
Golden Age AFH Inc,AF,753354,This variable does not exist for Adult Family Homes,2923 SW 314th ST,FEDERAL WAY,WA,98023,King,2923 SW 314th ST,WA,98023,(253) 661-4282,(253) 661-4282,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,VERONICA PALANCIUC,Resident Manager,2,4,panprofesor@hotmail.com,(206)375-7837 (Mobile),1,3
GOLDEN AGE AFH LLC,AF,751973,This variable does not exist for Adult Family Homes,27011 8TH AVE SOUTH,DES MOINES,WA,98198,King,27011 8TH AVE SOUTH,WA,98198,(253) 529-2339,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Marilen Macam,Resident Manager,5,5,mzmacam@msn.com,(253)740-8123 (Mobile),1,3
Golden Age Senior Care LLC,AF,753113,This variable does not exist for Adult Family Homes,23727 132ND WAY SE,ISSAQUAH,WA,98027,King,23727 132ND WAY SE,WA,98027,(425) 369-6069,(425) 313-9004,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mirela Bell,Resident Manager,4,6,bellcrina@yahoo.com,(425)442-7148 (Mobile),1,2
GOLDEN ANGEL AFH LLC,AF,751202,This variable does not exist for Adult Family Homes,11606 SE 219TH PLACE,KENT,WA,98031,King,11606 SE 219TH PLACE,WA,98031,(253) 631-3663,(253) 631-7467,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ROGELIO MIGUEL,Resident Manager,3,5,mimi_5858@msn.com,NA,1,3
Golden Berry LLC,AF,753732,This variable does not exist for Adult Family Homes,29550 54th Ct South,Auburn,WA,98001,King,29550 54th Ct South,WA,98001,(206) 653-7940,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jane Mburu,Resident Manager,2,6,mbujayniee@gmail.com,(206)371-7276 (Mobile),1,3
GOLDEN CARE,AF,750674,This variable does not exist for Adult Family Homes,21203 108TH AVE SE,KENT,WA,98031,King,21203 108TH AVE SE,WA,98031,(253) 854-9100,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Constantin Chis,Resident Manager,4,5,daniela@afhmanagement.com,(206)769-0603 (Mobile),1,3
GOLDEN COTTAGE AFH INC,AF,752778,This variable does not exist for Adult Family Homes,13809 125TH AVE NE,KIRKLAND,WA,98034,King,13809 125TH AVE NE,WA,98034,(425) 737-1186,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,LAURA IANCU,Resident Manager,4,6,NA,(425)737-1186 (Mobile),1,2
Golden Days Adult Home LLC,AF,754016,This variable does not exist for Adult Family Homes,2715 SW 322nd St,FEDERAL WAY,WA,98023,King,2715 SW 322nd St,WA,98023,(253) 517-8583,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Liya Gebrekidan,Resident Manager,2,4,goldendaysadulthome@gmail.com,(206)571-1691 (Mobile),1,3
GOLDEN HILL AFH,AF,691500,This variable does not exist for Adult Family Homes,16744 ASHWORTH AVE N,SHORELINE,WA,98133,King,16744 ASHWORTH AVE N,WA,98133,(206) 529-5108,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gratiana Scrob,Provider,3,6,NA,NA,1,1
Golden Joy Senior Care LLC,AF,752812,This variable does not exist for Adult Family Homes,13030 SE 261st Pl,Kent,WA,98030,King,26152 126th Avenue SE,WA,98030,(253) 277-3686,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nancy Kimaru,Resident Manager,4,6,dkimaru@yahoo.com,(206)432-0193 (Mobile),1,3
GOLDEN MEADOWS AFH INC,AF,752040,This variable does not exist for Adult Family Homes,12215 79TH AVE S,SEATTLE,WA,98178,King,12215 79TH AVE S,WA,98178,(206) 772-8940,(206) 772-8940,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MARIA LOWE,Resident Manager,No response,No response,NA,(206)913-9425 (Mobile),1,4
GOLDEN MOMENTS LLC,AF,751889,This variable does not exist for Adult Family Homes,11516 85TH AVE S,SEATTLE,WA,98178,King,11516 85TH AVE S,WA,98178,(206) 772-4608,,2,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,JOYLEEN KOE,Resident Manager,1,2,gmoments77@comcast.net,(206)310-0575 (Mobile),1,4
GOLDEN PINE,AF,536000,This variable does not exist for Adult Family Homes,9026 172ND AVE NE,REDMOND,WA,98052,King,9026 172ND AVE NE,WA,98052,(425) 881-2036,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Veronica Sarbulescu,Provider,3,4,NA,NA,1,2
GOLDEN VIEW AFH,AF,279502,This variable does not exist for Adult Family Homes,7115 34TH AVE NW,SEATTLE,WA,98117,King,7115 34TH AVE NW,WA,98117,(206) 782-1928,(206) 789-2783,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Marius Jinga,Resident Manager,6,4,NA,NA,1,4
GOLDEN WINGS,AF,715100,This variable does not exist for Adult Family Homes,22252 104TH PL SE,KENT,WA,98031,King,22252 104TH PL SE,WA,98031,(253) 850-5269,(253) 852-4254,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Francis Muiruri,Provider,2,5,fmkiarie@yahoo.com,"(206)304-2733 (Mobile)
(206)293-2841 (Mobile)",1,3
"Golden Years 1 AFH, LLC",AF,754405,This variable does not exist for Adult Family Homes,5003 SW 325th Pl,Federal Way,WA,98023,King,2904 SW 314th St,WA,98023,(253) 517-3421,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Sean Ho,Resident Manager,2,6,Sean.Ho@live.com,(206)304-2209 (Mobile),2,3
GOOD CHOICE ADULT FAMILY HOME,AF,316600,This variable does not exist for Adult Family Homes,1630 169TH AVENUE NE,BELLEVUE,WA,98008,King,1630 169TH AVENUE NE,WA,98008,(425) 644-7471,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Geta Moldovan,Provider,3,4,georgeovan@yahoo.com,(206)713-2279 (Mobile),1,2
Good Rest Senior Care LLC,AF,754553,This variable does not exist for Adult Family Homes,13304 119th Ave NE,Kirkland,WA,98034,King,13304 119th Ave NE,WA,98034,(425) 825-7957,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOOD SAMARITAN AFH,AF,426600,This variable does not exist for Adult Family Homes,31625 51ST AVE S,AUBURN,WA,98001,King,31625 51ST AVE S,WA,98001,(253) 939-5751,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Galina Kiforishin,Provider,2,5,linannick@comcast.net,NA,1,3
GOOD SHEPHERD HOME INC,AF,751939,This variable does not exist for Adult Family Homes,200 NW 198TH ST,SHORELINE,WA,98177,King,17213 15TH AVE NW,WA,98177,(206) 629-5023,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Natividad,Resident Manager,5,6,luz@goodshepherdhome.net,(206)295-4783 (Mobile),2,1
Good Shepherd Home Inc,AF,753357,This variable does not exist for Adult Family Homes,15503 8TH AVE NE,SHORELINE,WA,98155,King,15527 Burke Ave N,WA,98133,(206) 453-5160,(206) 364-0493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Rizza Lafiguera,Resident Manager,No response,No response,Luz@goodshepherdhome.net,(206)295-4783 (Mobile),5,1
Good Shepherd Home Inc,AF,753358,This variable does not exist for Adult Family Homes,18361 DAYTON PLACE NORTH,SHORELINE,WA,98133,King,15527 Burke Ave N,WA,98133,(206) 629-5491,(206) 364-0493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Bella Riveria,Resident Manager,2,6,Luz@goodshepherdhome.net,(206)295-4783 (Mobile),5,1
Good Shepherd Home Inc,AF,753359,This variable does not exist for Adult Family Homes,15010 LINDEN AVE N,SHORELINE,WA,98133,King,15527 Burke Ave N,WA,98133,(206) 257-4777,(206) 364-0493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Francis Tiongson,Resident Manager,3,5,Luz@goodshepherdhome.net,(206)295-4783 (Mobile),5,1
Good Shepherd Home Inc,AF,753363,This variable does not exist for Adult Family Homes,754 N 203RD STREET,SHORELINE,WA,98133,King,15527 Burke Ave N,WA,98133,(206) 629-5981,(206) 364-0493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Doris Allen,Resident Manager,6,6,Luz@goodshepherdhome.net,(206)295-4783 (Mobile),5,1
Good Shepherd Home on 8th,AF,753141,This variable does not exist for Adult Family Homes,18060 8th Ave NE,Shoreline,WA,98155,King,17213 15th Ave NW,WA,98177,(206) 695-2669,(206) 364-0493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Howard Hoff,Resident Manager,No response,No response,luz@goodshepherdhome.net,(206)295-4783 (Mobile),2,1
Goshen Gardens Adult Home LLC,AF,754192,This variable does not exist for Adult Family Homes,3321 S 252ND PL,KENT,WA,98032,King,3321 S 252ND PL,WA,98032,,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Kimani,Resident Manager,4,4,amaniafh98@gmail.com,(253)266-0936 (Mobile),1,3
GRACE ADULT FAMILY HOME,AF,752692,This variable does not exist for Adult Family Homes,17113 SE 264TH PLACE,COVINGTON,WA,98042,King,17113 SE 264th Place,WA,98042,(253) 638-3434,(253) 638-3434,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Roselyn Masika-Muhanji,Resident Manager,3,5,NA,(206)683-7201 (Mobile),1,3
Grace AFH LLC,AF,753509,This variable does not exist for Adult Family Homes,19831 WALLINGFORD AVE N,SHORELINE,WA,98133,King,19831 WALLINGFORD AVE N,WA,98133,(206) 546-6507,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Kidus Legesse,Resident Manager,3,6,LEYAT2001@GMAIL.COM,(425)426-7935 (Mobile),1,1
GRACE ALZHEIMER SENIOR CARE LLC,AF,567701,This variable does not exist for Adult Family Homes,2701 162ND AVE SE,BELLEVUE,WA,98008,King,2701 162ND AVE SE,WA,98008,(425) 747-4313,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Daniel Vidican,Representative,No response,No response,dvidican@gmail.com,(425)445-8628 (Mobile),1,2
GRACE ALZHEIMER'S CENTER INC,AF,752445,This variable does not exist for Adult Family Homes,16028 NE 6TH STREET,BELLEVUE,WA,98008,King,16028 NE 6TH STREET,WA,98008,(425) 644-9403,(425) 502-9736,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ligia Rusu,Resident Manager,3,3,NA,(425)442-7170 (Mobile),1,2
GRACE ALZHEIMERS AFH INC,AF,591600,This variable does not exist for Adult Family Homes,16655 SE 26TH PL,BELLEVUE,WA,98008,King,16655 SE 26TH PL,WA,98008,(425) 644-2703,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Eugenia Filip,Representative,4,6,NA,(425)922-8079 (Mobile),1,2
GRACE ALZHEIMERS HOME CARE LLC,AF,65704,This variable does not exist for Adult Family Homes,15418 SE 21ST PL,BELLEVUE,WA,98007,King,15418 SE 21ST PL,WA,98007,(425) 643-8589,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Georgeta Mocan,Representative,3,5,NA,(425)208-6861 (Mobile),1,2
Grace Gentle Care II,AF,754484,This variable does not exist for Adult Family Homes,2949 162ND AVE SE,BELLEVUE,WA,98008,King,2949 162ND AVE SE,WA,98008,(425) 747-9144,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRACE HOME CARE,AF,751747,This variable does not exist for Adult Family Homes,16218 NE 4TH STREET,BELLEVUE,WA,98008,King,16218 NE 4TH STREET,WA,98008,(425) 747-7597,(425) 642-8282,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Daniel Mocan,Resident Manager,No response,No response,NA,(425)208-6862 (Mobile),1,2
Grace Lodge LLC,AF,754176,This variable does not exist for Adult Family Homes,2736 161st Ave SE,Bellevue,WA,98008,King,2736 161st Ave SE,WA,98008,(425) 505-2059,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Emanuela Vidican,Resident Manager,4,4,Danny@GraceAFH.com,NA,1,2
GRACE SENIOR CARE OF ISSAQUAH,AF,751268,This variable does not exist for Adult Family Homes,5601 238TH CT SE,ISSAQUAH,WA,98029,King,5601 238TH CT SE,WA,98029,(425) 391-2314,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Alexandru Lupse,Resident Manager,4,6,grace4seniors@gmail.com,NA,1,2
Grandview Adult Family Home LLC,AF,753182,This variable does not exist for Adult Family Homes,5020 S 182ND ST,SEATAC,WA,98188,King,5020 S 182ND ST,WA,98188,(206) 439-8732,(206) 439-8732,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jane Kimani,Resident Manager,5,6,jakimani50@gmail.com,(206)407-9426 (Mobile),1,3
